Temperature [_ C] ;Humidity [%];Soil moisture %;Reference evapotranspiration (mm/giorno);Evapotranspiration (mm/giorno);Crop Coefficient;Crop Coefficient stage;Nitrogen [mg/kg];Phosphorus [mg/kg];Potassium;Solar Radiation ghi;Wind Speed;Days of planted;pH
25.66;93.05;40,42%;9,047682002;0,481960137;0.83;Mid stage;116;95;59;306.54;1.26;100;3.83
22.11;75.31;15,24%;4,878350537;7,133507707;1;Mid stage;104;47;44;540.76;4.15;100;4.86
31.55;90.93;66,44%;9,849423602;7,672652623;1.35;Mid stage;100;42;71;673.08;2.75;100;5.33
21.17;80.22;29,75%;3,418700292;0,532586712;1.36;Mid stage;72;70;60;107.88;2.78;100;3.45
18.22;74.19;14,31%;0,096177966;7,047876735;1.32;Mid stage;99;91;82;333.93;3.03;100;5.28
22.56;72.11;16,19%;5,222391243;3,380889851;1.25;Mid stage;106;73;112;243.78;1.91;100;2.91
25.04;91.62;21,93%;7,304007038;3,049123285;1.41;Mid stage;100;50;50;254.78;3.83;100;6.83
18.4;79.78;48,78%;9,699316072;7,922863902;1.41;Mid stage;95;67;82;38.71;3.81;100;4.15
25.83;68.81;33,34%;3,358202316;1,390306323;1.07;Mid stage;63;65;84;676.53;2.48;100;6.53
30.24;78.18;65,20%;9,854435572;0,237911579;1.27;Mid stage;64;71;61;670.58;2.02;100;5.65
27.87;68.74;58,01%;3,125815093;4,350847899;1.42;Mid stage;104;54;48;200.8;1.06;100;6.47
26.72;68.42;30,61%;3,086383209;4,198424483;1.32;Mid stage;99;50;95;495.52;2.36;100;4.61
31.38;64.52;69,20%;8,931312682;1,461363105;1.45;Mid stage;105;47;75;295.98;3.95;100;5.73
31.42;84.13;50,66%;9,386891298;8,788957167;1.48;Mid stage;107;89;135;647.53;4.07;100;2.1
29.54;87.34;13,01%;1,039374099;0,388858044;1.16;Mid stage;114;48;107;105.12;2.58;100;6.6
26.51;71.33;38,86%;3,340093884;8,154117845;1.22;Mid stage;111;79;49;346.93;1.72;100;5.13
24.83;74.33;64,80%;8,584789086;1,831412058;1.12;Mid stage;86;84;85;374.34;3.5;100;6.46
18.19;87.76;29,17%;1,083658203;5,148546726;1.1;Mid stage;63;41;86;498.47;3.5;100;2.06
26.49;60.57;65,76%;5,801796106;0,667239065;0.86;Mid stage;83;65;88;318.03;4.16;100;5.8
31.85;71.65;47,69%;2,786033223;7,155201068;1.06;Mid stage;95;104;61;147.55;1.62;100;3.07
29.45;70.77;45,82%;4,381958462;5,993071308;1.11;Mid stage;79;84;130;686.57;2.46;100;5.11
22.77;79.02;33,22%;0,835858716;8,991188559;1.22;Mid stage;90;49;113;253.96;1.8;100;2.74
20.13;91.32;67,50%;1,535910775;6,449466862;0.89;Mid stage;107;43;79;320;2.49;100;4.63
28.98;61.42;36,98%;4,262499245;5,509728823;1.49;Mid stage;66;50;87;68.45;2.35;100;5.88
28.42;89.5;48,79%;3,408963919;7,874392534;1.05;Mid stage;105;86;45;408.67;1.83;100;2.99
31.54;79.5;48,95%;4,591188896;6,466778287;0.98;Mid stage;103;84;118;101.01;2.55;100;5.21
30.25;80.57;49,32%;9,966928954;0,118149727;1.09;Mid stage;92;88;56;575.62;1.88;100;2.99
25.78;93.49;29,75%;4,691165896;6,923398688;1.14;Mid stage;91;62;59;116.47;2.81;100;6.88
19.42;64.49;62,16%;0,001004106;0,136452693;1.04;Mid stage;60;48;89;54.53;3.91;100;3.11
24.77;69.68;46,43%;8,861355448;1,346577292;1.34;Mid stage;109;96;106;277.68;4.15;100;5.46
22.39;68.05;34,53%;3,179277869;2,621235368;1.47;Mid stage;97;105;56;344.7;3.73;100;5.34
25.17;76.41;30,69%;3,505798319;6,721739205;0.96;Mid stage;109;90;93;430.45;3.09;100;3.44
22.22;80.29;18,59%;4,074588028;5,262961185;0.83;Mid stage;115;60;42;743.24;3.48;100;4.49
30.07;85.48;47,39%;6,666062636;3,120985561;1.2;Mid stage;65;64;49;432.08;4.17;100;2.81
29.82;61.86;57,39%;7,417947063;7,210674018;1.25;Mid stage;118;105;79;714.77;2.01;100;5.32
22.42;74.91;36,50%;1,069480589;8,554542828;1.4;Mid stage;70;104;111;266.42;3.04;100;5.62
26.39;92.35;65,11%;1,019241154;2,682178725;1.43;Mid stage;77;48;88;12.84;3.83;100;3.35
24.02;76.19;19,28%;6,734470218;7,635780239;0.81;Mid stage;117;76;136;93.56;2.28;100;2.66
30.73;88.62;40,30%;5,181641867;3,268025659;0.93;Mid stage;117;62;127;612.74;3.24;100;4.56
20.62;63.92;49,26%;6,002930748;2,943053499;1.03;Mid stage;118;101;88;414.82;2.01;100;2.59
27.77;70.14;45,04%;4,446006032;4,820820792;1.02;Mid stage;101;92;79;353.42;2.06;100;6.43
31.59;85.74;63,59%;5,997118192;8,178146593;1.15;Mid stage;62;93;81;327.04;2.72;100;5.08
20.45;81.75;51,67%;4,515383421;8,659184773;0.9;Mid stage;60;50;52;606.35;1.28;100;2.68
20.83;75.51;59,85%;1,095342666;7,227147474;1.39;Mid stage;62;50;116;208.43;1.76;100;2.49
27.71;83.41;50,40%;6,359724909;8,536743189;1.16;Mid stage;84;92;139;295.03;4.03;100;5.35
28.91;86.98;31,97%;3,006752478;0,864736913;1.49;Mid stage;104;99;116;725.96;2.71;100;3.82
24.87;91.41;27,81%;0,802643078;3,150845128;1.24;Mid stage;84;84;112;411.65;3.98;100;6.02
26.54;75.41;32,30%;6,028246055;1,725271421;1.09;Mid stage;101;88;73;511.57;1.66;100;5.62
20.98;82.49;35,67%;3,876483079;3,181792275;1.03;Mid stage;115;82;69;574.23;3.41;100;5.53
24.67;73.35;59,96%;4,134545273;6,936438017;1.41;Mid stage;102;56;88;541.74;2.97;100;6.4
19.57;92.45;53,23%;8,682951054;1,111432736;1.41;Mid stage;116;86;72;9.43;2.77;100;5.42
22.5;76.82;59,96%;0,994518107;2,210099243;0.97;Mid stage;115;76;114;641.45;1.16;100;3.59
21.99;74.37;65,66%;1,831009844;1,085263904;1.14;Mid stage;86;56;128;265.84;3.67;100;2.95
24.22;92.88;59,26%;3,075956571;3,171347928;1.1;Mid stage;111;47;93;82.75;2.01;100;3.86
31.02;60.07;67,81%;5,205287536;7,540479156;1.41;Mid stage;92;49;133;649.2;1.43;100;4.66
20.54;71.62;67,09%;1,250569555;5,375407549;0.96;Mid stage;106;97;104;717.29;1.59;100;5.63
23.62;89.34;30,62%;4,258053522;7,891674737;0.91;Mid stage;117;109;108;91.07;1.48;100;5.5
26.62;75.8;34,75%;3,329947621;0,111915367;1.11;Mid stage;118;46;127;682.06;3.2;100;5.09
31.25;72.19;45,36%;1,014251994;6,123620073;1.12;Mid stage;84;75;56;446.82;1.96;100;4.54
19.86;80.57;52,05%;2,191889984;5,179658244;1.01;Mid stage;77;56;120;48.39;2.52;100;3.21
30.85;74.16;38,95%;7,936113265;0,754174302;1.37;Mid stage;106;104;109;119.18;1.48;100;6.02
19.13;71.53;57,69%;2,382666364;4,328451351;1.37;Mid stage;113;95;84;267.55;2.05;100;2.89
24.73;69.31;48,66%;6,885985583;2,594446541;1.29;Mid stage;78;43;106;109.39;1.06;100;5.29
24.36;70.96;46,56%;6,406078102;4,578560133;1.47;Mid stage;75;87;96;460.82;2.65;100;5.86
20.93;92.35;20,43%;5,051379977;4,299814555;0.86;Mid stage;63;43;55;194.46;1.51;100;2.95
22.86;93.59;21,94%;8,987811251;6,178251094;1.46;Mid stage;65;64;91;290.25;2.16;100;4.04
24.36;63.46;30,17%;2,457661966;0,849797806;0.91;Mid stage;70;41;131;638.56;3.35;100;6.59
30.11;85.74;67,82%;5,255309662;3,305837467;1.31;Mid stage;95;45;44;10.11;1.31;100;5
31.37;83.02;16,42%;1,080676944;5,141534648;1.11;Mid stage;93;76;86;563.86;3.52;100;4.86
25.26;82.08;67,70%;2,024047064;3,203290821;1.17;Mid stage;62;62;133;652.73;1.73;100;2.32
30.18;61.15;39,67%;6,004302679;0,502444179;1.07;Mid stage;109;45;122;536.43;1.25;100;5.85
26.51;69.57;37,29%;3,231232559;8,214290154;1.05;Mid stage;92;93;75;531.61;3.88;100;3.02
22.89;86.11;61,12%;1,370628594;2,972482002;1.22;Mid stage;85;54;133;331.24;3.42;100;3.09
20.72;77.35;60,23%;0,936900686;8,392113291;1.22;Mid stage;113;77;129;256.46;2.8;100;6.34
23.78;60.84;19,77%;6,358690469;6,920362604;1.3;Mid stage;84;90;56;21.69;2.47;100;4.7
25.32;78.43;59,08%;6,371333606;6,542878565;1.3;Mid stage;64;106;114;250.41;1.03;100;4.57
18.62;89.67;41,62%;6,003228763;7,253742668;0.82;Mid stage;65;91;63;518.26;1.14;100;4.28
20.04;90.74;30,74%;2,037304494;4,899932669;1.18;Mid stage;61;98;107;596.41;2.1;100;5.36
26.4;91.45;18,29%;0,625927849;1,859297374;1.27;Mid stage;89;106;44;448.86;1.13;100;4.78
21.15;78.46;46,35%;1,014365269;8,907313632;1.35;Mid stage;118;56;85;717.01;2.34;100;5.03
29.72;76.34;57,26%;7,512234156;2,556611494;1.42;Mid stage;87;60;47;122.46;3.74;100;2.76
22.58;68.55;63,37%;0,575514277;0,255616302;1.03;Mid stage;113;85;95;436.35;1.28;100;4.99
19.47;90.31;68,35%;2,088770776;4,753217334;1.08;Mid stage;69;66;130;93.18;1.91;100;4.59
19.17;88;19,15%;0,324345359;3,706782148;0.87;Mid stage;93;41;40;389.68;3.75;100;5.22
31.12;90.23;35,01%;3,075454082;7,906791216;1.11;Mid stage;76;50;123;449.1;2.65;100;2.85
19.65;67.91;14,82%;8,935004156;4,132009783;1.44;Mid stage;78;57;68;431.21;1.53;100;2.46
19.97;63.43;48,87%;3,172379584;3,063218367;1.01;Mid stage;83;53;135;221.38;2.68;100;4.71
30.08;84.45;63,49%;8,227973443;8,232942856;0.97;Mid stage;77;55;98;514.12;2.5;100;2.97
21.56;91.96;51,86%;7,571298025;8,048406393;0.92;Mid stage;76;89;110;545.63;3.44;100;6.74
27.32;92.08;34,55%;1,652054578;5,454638548;1.21;Mid stage;118;75;40;360.33;2.63;100;2.21
29.43;78.5;56,08%;4,342168986;0,641730958;1.17;Mid stage;97;42;135;203.44;1.79;100;2.02
26.5;82.47;69,80%;2,172988429;0,005296892;1.11;Mid stage;106;53;61;398.79;2.26;100;3.18
31.4;63.92;12,07%;2,592895731;2,086874477;0.99;Mid stage;60;48;88;602.21;2.11;100;6.79
27.92;69.64;60,03%;2,031892454;6,810723269;1.48;Mid stage;73;55;119;748.05;3.4;100;4.38
19.58;78.82;30,92%;3,293102015;2,451967866;0.91;Mid stage;86;60;103;571.2;3.96;100;3.18
25.82;90.83;55,33%;5,558397428;3,297007252;0.99;Mid stage;119;60;54;303.63;2.57;100;2.75
28.05;76.94;25,75%;1,068510432;7,587717643;1.02;Mid stage;113;58;61;693.75;2.69;100;6.58
29.23;80.74;23,71%;8,713974956;3,291781467;1.09;Mid stage;70;47;101;399.38;2.05;100;3.49
18.37;61.94;58,96%;1,906002531;4,428576118;0.93;Mid stage;102;42;127;643.09;3.85;100;4.99
28.06;93.76;56,51%;8,833329088;2,237979085;0.91;Mid stage;89;40;127;620.33;3.54;100;3.22
29.56;77.23;59,05%;7,813922399;6,583825603;0.97;Mid stage;85;87;103;44.71;2.85;100;4.11
28.46;65.61;55,93%;9,964724525;4,169017227;1.17;Mid stage;61;104;51;620.09;2.24;100;2.66
25.17;71.86;17,56%;4,787427001;8,961460305;1.34;Mid stage;99;82;79;335.23;1.24;100;4.81
24.41;77.97;63,21%;9,539414521;8,935259063;0.99;Mid stage;119;82;44;527.47;3.15;100;2.13
25.69;64.85;33,90%;7,682011875;3,782140569;1.35;Mid stage;66;68;72;257.13;1.68;100;6.63
27.87;66.88;24,74%;3,011287411;2,235744435;0.85;Mid stage;89;77;99;271.62;3.17;100;2.59
30.92;92.06;44,92%;4,293639872;7,270289657;0.96;Mid stage;107;49;105;676.41;2.55;100;4.76
26.64;90.54;32,06%;0,092248797;6,575123195;1.1;Mid stage;87;49;103;535.24;4.11;100;2.87
30.43;64.28;53,17%;8,886757955;8,460982768;1.04;Mid stage;97;72;65;707.82;3.18;100;2.59
27.82;69.76;52,29%;0,270811064;1,963011733;0.99;Mid stage;60;71;82;63.08;3.23;100;6.64
18.96;82.25;61,31%;9,200650058;8,530126754;1.06;Mid stage;85;95;123;49.44;2.78;100;4.98
25.01;69.09;69,63%;1,040387022;5,391254594;1.38;Mid stage;88;83;119;100.76;3.2;100;3.2
22.01;60.07;58,38%;0,965668635;4,979527417;0.93;Mid stage;83;98;49;607.02;2.29;100;2.57
21.99;84.54;20,21%;4,200355425;5,622360754;1.11;Mid stage;62;108;118;297.98;2.43;100;3.43
22.98;66.76;56,23%;5,957368133;2,446075033;1.25;Mid stage;62;102;114;334.12;2.04;100;2.2
22.41;71.37;44,88%;9,307107459;3,345064473;1.09;Mid stage;75;103;60;36.22;2.31;100;3.54
26.1;69.94;44,67%;7,883240699;7,960455626;1.43;Mid stage;87;67;113;282.69;1.85;100;3.69
27.57;65.33;31,56%;7,803063292;5,928308534;0.87;Mid stage;66;99;45;249.32;1.86;100;3.45
21.76;64.75;21,32%;3,144913558;7,779292126;1.09;Mid stage;93;87;123;447.81;3.54;100;4.84
19.82;65.07;22,04%;0,672271277;2,589887158;1.47;Mid stage;69;66;48;546.76;2.61;100;2.73
18.82;93.86;15,34%;6,085276621;6,696007964;1.13;Mid stage;101;69;55;15.12;2.7;100;3.44
26.06;85.44;58,71%;3,275649921;1,225057041;1.38;Mid stage;60;41;98;82.72;4.17;100;2.03
20.61;92.9;55,15%;2,238649639;2,332280009;0.85;Mid stage;87;78;119;411.34;2.09;100;5.14
18.13;80;61,69%;4,263290172;4,453325012;1.31;Mid stage;113;75;124;130.15;3.24;100;6.5
30.99;71.59;52,84%;8,123143153;1,733872122;0.99;Mid stage;89;64;50;556.12;3.61;100;6.49
25.52;65.74;21,73%;2,873346994;0,611047349;0.86;Mid stage;73;73;78;321.8;3.75;100;6.66
19.29;76.92;54,69%;1,976276854;0,700571851;1.24;Mid stage;113;42;114;248.88;1.18;100;2.11
29.8;77.27;44,36%;9,263972072;6,420546169;1.36;Mid stage;77;102;103;610.72;1.85;100;4.64
31.76;87.21;18,30%;1,006692662;6,553230798;0.89;Mid stage;86;103;51;475.86;3.42;100;5.24
24.28;78.5;64,50%;4,913920394;5,135965312;0.85;Mid stage;60;93;75;360.18;1.01;100;6.45
18.59;66.82;64,33%;2,697030513;6,702809782;1.45;Mid stage;62;88;74;486.44;1.42;100;5.08
19.65;88.5;48,42%;2,783501261;7,964158041;1.08;Mid stage;104;84;119;706.54;4.08;100;3.65
23.34;65.18;36,34%;4,583816966;5,754973552;0.95;Mid stage;88;77;83;427.67;3.11;100;2.74
30.4;78.51;25,80%;8,828847884;8,491092647;1.47;Mid stage;114;56;137;737.22;3.45;100;2.16
20.07;61.49;17,66%;6,180683672;5,043926863;1.46;Mid stage;60;79;49;314.65;2.49;100;5.49
29.54;72.92;58,75%;6,354922056;6,010606187;0.99;Mid stage;67;86;122;560.76;1.78;100;5.66
18.21;83.52;68,07%;0,107599489;4,288470887;0.93;Mid stage;80;98;135;263.48;2.45;100;6.33
24.4;64.85;12,81%;8,636504135;0,496351091;0.89;Mid stage;60;76;73;626.91;3.9;100;6.57
27.02;78.37;39,80%;5,230397192;6,793176164;1.09;Mid stage;81;41;89;152.62;3.49;100;2.7
18.85;78.86;18,15%;5,278631223;8,985073244;1.34;Mid stage;104;105;70;451.52;1.09;100;5.31
26.61;91.83;36,28%;6,098173994;4,379421045;1.04;Mid stage;94;72;110;655.46;4.05;100;6.06
31.22;76.33;45,68%;1,855663209;4,925990688;0.97;Mid stage;90;72;103;197.1;2.34;100;4.8
20.24;62.74;36,89%;1,866454411;3,690325919;1.35;Mid stage;86;50;53;572.37;3.91;100;5.81
28.21;65.11;13,00%;4,575779685;8,365766065;1.07;Mid stage;79;70;48;99.88;2.85;100;5.38
26.53;69.65;69,30%;6,672327647;1,402696647;0.84;Mid stage;113;103;111;734.89;1.4;100;5.14
20.59;87.96;65,70%;0,333779975;7,415196804;1.11;Mid stage;97;75;74;264.5;3.1;100;6.76
18.09;68.93;56,80%;5,477736053;1,182465211;1.4;Mid stage;100;42;64;488.55;2.18;100;5.88
18.13;81.33;35,24%;1,085446244;6,957988602;1.49;Mid stage;111;75;43;162.42;1.56;100;5.86
25.45;62.74;51,99%;3,444368811;8,035806292;1.2;Mid stage;77;94;61;712.61;1.82;100;6.76
31.2;67.08;53,17%;5,129881471;6,721129554;1.08;Mid stage;104;88;85;427.18;1.03;100;3.3
27.02;81.67;31,74%;5,218212624;8,545513999;1.19;Mid stage;64;103;43;735.99;3.91;100;3.63
28;63.43;14,30%;7,612952212;5,406826682;1.07;Mid stage;76;81;129;740.98;3.05;100;2.83
24.91;85.04;48,09%;2,937737267;2,535863319;1;Mid stage;78;77;83;73.81;3.17;100;2.54
26.15;75.72;66,99%;8,801275401;7,808145155;1.31;Mid stage;116;70;95;85.44;3.72;100;2.82
19.77;69.79;55,37%;4,416917686;6,750023038;0.95;Mid stage;74;73;139;126.62;1.87;100;3.7
30.28;90.59;25,22%;1,055834695;7,547527991;0.88;Mid stage;79;53;79;113.98;3.77;100;4.99
28.65;83.56;44,24%;6,934364885;0,004766328;1.37;Mid stage;118;61;105;666.7;4.18;100;5.55
31.97;62.25;34,63%;0,300060657;7,582172952;0.84;Mid stage;107;70;58;339.82;3.62;100;5.7
22.17;83.46;43,70%;7,887656108;1,045422846;0.86;Mid stage;115;52;127;32.31;3.96;100;5.73
21.18;66.94;54,00%;1,434218724;8,277528844;1.11;Mid stage;73;91;136;168.61;3.75;100;2.77
19.75;92.21;40,23%;6,567405524;2,041033905;1.5;Mid stage;68;69;51;419.7;3.66;100;3.36
31.5;65.38;64,91%;9,581102855;7,071903183;0.87;Mid stage;99;85;73;288.01;1.4;100;3.01
28.93;81.58;52,14%;7,685508616;1,883256035;1.07;Mid stage;106;50;133;143.76;3.74;100;4
20.33;68.48;32,43%;6,871537865;8,368303189;0.87;Mid stage;108;64;131;635.28;2.91;100;5.76
25.74;92.98;47,52%;4,755384467;0,856496803;1.11;Mid stage;70;83;75;79.93;2.43;100;4.38
23.79;71.36;38,41%;3,704788731;8,425824707;1.04;Mid stage;97;107;123;59.14;1.6;100;6.82
20.12;80.64;57,94%;4,079547775;4,943138564;1.24;Mid stage;83;52;139;36.29;4.18;100;6.13
20.27;64.53;12,43%;4,131540356;1,602433612;1.47;Mid stage;83;92;117;329.13;1.14;100;2.95
31.49;76.78;45,96%;5,833421087;6,863591267;0.94;Mid stage;106;82;70;386.23;1.4;100;4.87
22.27;81.31;13,36%;1,585197591;5,604061553;1.28;Mid stage;117;75;95;307.32;3.9;100;5.07
31.18;86.97;68,80%;9,701882467;4,805264491;1.46;Mid stage;119;75;115;273.85;1.79;100;2.97
19.06;79.5;41,44%;6,888372232;4,255750039;1.36;Mid stage;107;63;53;300.65;3.58;100;2.86
24.45;84.63;28,17%;4,125054144;9,298774708;1.41;Mid stage;61;91;125;358.73;2.77;100;3.77
19.81;90.07;18,42%;1,080451168;7,872538099;1.09;Mid stage;82;101;81;331.42;2.89;100;4.48
18.07;70.45;31,82%;9,599077628;6,553180636;1.48;Mid stage;88;108;43;577.8;2.59;100;3.44
25.75;71.91;48,78%;6,678909923;0,787112479;0.96;Mid stage;89;90;70;380.63;2.71;100;6.45
19.59;61.04;68,43%;4,095519515;3,517692984;0.93;Mid stage;69;78;66;239.88;3.35;100;3.85
28.11;79.4;17,48%;4,066341477;5,550901694;1.46;Mid stage;76;109;90;180.65;2.55;100;5.58
27.77;94;24,19%;7,431069226;4,320005157;1.04;Mid stage;74;54;75;44.24;1.87;100;3
20.47;85.76;28,06%;3,774305469;0,884895603;1.16;Mid stage;87;95;91;448.72;2.47;100;3.55
31.18;94.74;56,43%;0,271006967;3,515938834;1.31;Mid stage;115;101;110;425.41;1.28;100;3.97
28.09;75.9;16,58%;6,697976834;7,342273966;1.5;Mid stage;72;83;105;633.31;1.18;100;6.22
22.17;86.16;63,88%;7,924596706;5,312133696;0.92;Mid stage;62;91;72;11.58;3.63;100;2.76
27.93;65.64;24,70%;3,223748668;2,838618906;1.34;Mid stage;76;64;122;557.15;1.03;100;5.81
28.25;74.77;53,65%;6,012161019;3,712042233;0.98;Mid stage;101;91;73;563.25;1.65;100;6.61
22.79;82.53;56,11%;8,660005278;3,177474288;1.06;Mid stage;100;99;121;599.63;3.97;100;3.31
23.26;75.76;63,80%;7,064522875;6,887052445;1.18;Mid stage;99;83;41;553.58;1.31;100;5.06
23.03;61.04;24,04%;8,182837824;6,001926003;0.87;Mid stage;61;45;113;202.07;1.71;100;3.47
26.63;71.09;53,95%;2,406695768;1,054893907;1.43;Mid stage;107;65;95;376.74;2.59;100;2.86
30.61;83.66;32,48%;6,989198324;6,967243883;1.13;Mid stage;101;108;108;600.42;2.75;100;3.59
20.42;73.83;34,52%;3,018889601;4,157519141;1.13;Mid stage;86;69;79;451.63;3.51;100;5.63
30.25;75.69;41,48%;2,545948965;2,945413049;1.13;Mid stage;103;80;137;498.48;1.67;100;6.15
18.39;89.97;19,61%;2,987600698;3,371278797;0.86;Mid stage;103;97;48;206.35;3.24;100;4.13
27.24;69.43;32,81%;4,038115372;1,179454673;0.92;Mid stage;84;65;46;362.21;4.04;100;6.1
23.8;81.56;66,55%;5,185635178;2,817718523;1;Mid stage;89;81;48;104.59;2.1;100;2.32
29.08;89.6;22,48%;2,529583254;1,567439715;1.21;Mid stage;77;108;81;485.85;3.27;100;6.74
28.1;88.25;30,28%;3,856098813;4,123882044;1.5;Mid stage;104;105;85;48.41;2.77;100;3.57
24.72;68.36;58,82%;9,862498899;4,755935586;1.06;Mid stage;96;98;127;296.93;2.64;100;4.76
27.01;61.79;26,50%;1,489549714;8,910276417;1.39;Mid stage;99;78;104;718.79;4.1;100;5.5
25.02;69.69;21,56%;2,380807419;6,922385543;0.81;Mid stage;110;42;47;332.7;1.48;100;5.94
29.36;66.17;23,05%;6,770126954;4,764756059;1.34;Mid stage;97;90;56;524.06;3.72;100;6.14
24.67;60.97;69,17%;7,800603616;3,375210992;1.12;Mid stage;79;41;53;341.28;1.43;100;2.83
25.32;70.65;35,97%;5,828223744;1,439472108;1.27;Mid stage;119;86;117;673.29;2.28;100;6.4
21.51;78.23;34,97%;5,222780544;3,419886203;1.11;Mid stage;101;54;84;373.89;2.08;100;2.34
26.47;82.76;55,91%;3,882227814;4,905773459;1.06;Mid stage;114;57;138;108.72;2.9;100;3.73
22.24;73.23;15,64%;1,057515589;1,608509198;1.43;Mid stage;117;106;61;212.54;3.65;100;5.79
26.08;67.15;21,83%;9,286410238;8,100227313;1.22;Mid stage;74;43;87;634.66;2.86;100;4.72
20.38;79.93;53,75%;9,025911448;0,575566321;0.88;Mid stage;98;55;72;55.85;1.83;100;6.31
20.23;86.33;30,54%;9,628640056;3,651248281;0.84;Mid stage;118;83;131;653.33;1.79;100;6.12
23.84;84.32;52,70%;8,549506519;7,150362667;0.88;Mid stage;105;92;113;141.79;2.29;100;4.08
23.98;89.99;13,33%;1,542418865;1,219596193;0.93;Mid stage;69;57;65;385.75;2.91;100;4.66
21.75;69.24;46,24%;1,068670182;7,541684035;0.94;Mid stage;84;67;118;652.03;2.89;100;4.99
19.84;77.61;43,57%;1,027156602;1,801186186;1.47;Mid stage;71;80;91;672.74;1.73;100;6.47
18.55;77.1;20,40%;7,659887454;3,561807611;0.89;Mid stage;76;60;107;8.21;1.25;100;2.13
18.35;71.26;18,89%;3,219197335;0,503355778;1.3;Mid stage;107;103;117;261.07;4.15;100;6.11
21.8;84.02;65,83%;2,221108121;0,151965604;1.43;Mid stage;81;56;58;734.9;3.69;100;5.95
24.47;64.7;41,29%;5,349620846;6,031634973;1.1;Mid stage;103;69;52;30.51;1.71;100;3.71
28.17;88.18;14,89%;6,546890163;8,650367942;1.33;Mid stage;73;109;73;252.09;1.29;100;2.65
24.65;61.28;20,62%;1,093385474;7,374502741;1.37;Mid stage;82;47;79;35.92;4.05;100;3.38
30.66;73.59;51,01%;1,470736257;9,303057913;1.12;Mid stage;113;90;103;58.9;3.04;100;2.62
18.49;81.26;39,65%;9,861328714;0,637727375;1.34;Mid stage;84;77;98;506.11;1.62;100;2.76
20.53;74.85;46,66%;4,695239634;7,142271155;0.81;Mid stage;71;104;57;615.41;2.65;100;3.03
22.74;82.95;38,58%;8,263008883;3,752329844;0.91;Mid stage;79;85;69;441.3;2.26;100;3.68
26.08;61.36;65,68%;3,747372921;3,119948544;1.24;Mid stage;89;51;105;186.16;2.91;100;5.52
29.94;90.35;59,86%;7,289339177;3,171199314;1.01;Mid stage;107;60;112;350.47;2.15;100;6.15
22.9;62.72;68,85%;9,784927869;7,548460678;1;Mid stage;88;60;134;296.64;3.47;100;2.3
21.75;70.07;66,48%;8,726850282;5,296393742;1.07;Mid stage;84;68;81;272.68;2.62;100;2.24
18.87;70.27;54,26%;1,126538485;7,167744647;1.04;Mid stage;112;95;125;107.87;1.4;100;4.42
29.5;60.41;15,05%;4,912367845;1,283851959;1;Mid stage;114;58;73;305.95;1.48;100;4.02
23.32;63.29;69,95%;4,275392721;7,388993818;1.1;Mid stage;94;107;129;705.07;1.42;100;2.55
26;89.82;39,45%;1,863335186;4,877767232;1.13;Mid stage;70;41;94;179.46;3.97;100;4.76
31.77;87.15;15,54%;8,480114181;7,524948407;1.25;Mid stage;90;109;65;113.22;1.94;100;6.15
18.02;85.83;69,50%;1,923283519;1,322606516;1.21;Mid stage;103;59;40;203.81;3.06;100;2.52
20.04;84.13;45,08%;6,151366402;1,310730805;0.91;Mid stage;109;59;44;42.44;3.75;100;6.41
28.91;62.61;38,62%;6,768613563;1,943726956;1.35;Mid stage;110;84;89;110.16;1.61;100;6.54
29.27;70.45;13,15%;1,731433344;4,662556281;1.48;Mid stage;63;90;91;608.36;1.01;100;4.52
28.77;60.23;36,85%;1,006389557;3,992845325;1.01;Mid stage;101;43;114;421.48;3.81;100;4.92
25.52;62.12;22,63%;6,529353033;2,361789926;1.42;Mid stage;111;59;65;180.75;3.31;100;4.85
31.7;61.33;53,70%;1,011238816;2,527352469;1.25;Mid stage;69;93;73;166.63;3.52;100;6.49
23.55;66.96;12,46%;1,260655265;0,689713929;1.06;Mid stage;110;50;44;179.68;2.39;100;5.34
26.43;61.97;42,92%;9,910561117;0,710076535;1.4;Mid stage;98;101;66;232.61;3.53;100;2.91
18.89;60.59;14,54%;4,053121287;8,084727549;1.41;Mid stage;115;57;90;475.48;3.9;100;3.41
23.74;68.57;53,46%;0,869035028;3,555359393;1.14;Mid stage;114;101;87;228.58;2.61;100;6.34
28.12;87.96;67,28%;4,342671611;6,779492634;1.35;Mid stage;87;94;133;745.85;3.76;100;6.5
21.34;61.97;14,51%;8,067389749;1,399951121;1.21;Mid stage;64;93;82;58.52;3.57;100;6.73
31.21;94.46;17,98%;9,377774402;7,101673067;0.91;Mid stage;61;55;116;479.61;3.55;100;6.13
27.61;83.02;41,90%;5,784573276;2,296648207;1.2;Mid stage;90;77;96;506.4;3.75;100;2.26
22.03;90.34;68,98%;4,429513842;3,217527826;1.08;Mid stage;109;90;43;299.42;3.77;100;5.88
28.77;83.12;35,86%;4,347012715;6,996432221;1.25;Mid stage;87;78;79;515.76;2.67;100;4.72
19.16;87.19;47,70%;6,319434739;5,316784821;1.39;Mid stage;83;51;70;36.57;1.83;100;4.89
31.65;70.53;56,18%;1,728247307;6,046392807;1.29;Mid stage;85;94;126;325.05;3.58;100;4.45
18.69;69.01;65,82%;8,181835776;5,391649157;1.02;Mid stage;78;93;50;434.12;3.02;100;5.56
