Temperature [_ C] ;Humidity [%];Soil moisture %;Reference evapotranspiration (mm/giorno);Evapotranspiration (mm/giorno);Crop Coefficient;Crop Coefficient stage;Nitrogen [mg/kg];Phosphorus [mg/kg];Potassium;Solar Radiation ghi;Wind Speed;Days of planted;pH
23.49;89.61;16,91%;9,839309865;1,466033327;1.24;Mid stage;71;80;55;212.61;4.07;85;2.08
21.1;90.23;34,18%;0,100782052;5,037656794;1.02;Mid stage;95;67;117;669.73;1.4;85;5.68
27.57;81.4;68,71%;5,555918459;6,281912278;1.24;Mid stage;103;93;61;181.92;1.61;85;5.87
19.43;81.44;12,13%;4,584052135;3,570242416;0.84;Mid stage;60;96;42;26.11;1.31;85;2.1
23.56;75.74;38,62%;7,172473081;5,789889865;0.96;Mid stage;119;62;54;624.96;1.33;85;3.39
21.87;60.97;39,20%;7,291451109;2,931706942;1.11;Mid stage;100;65;60;222.4;2.76;85;5.34
25.09;70.47;59,78%;1,070636935;3,182658084;1.13;Mid stage;99;67;63;293.74;3.14;85;5.14
22.9;62.23;28,83%;5,483621924;0,341961916;1.12;Mid stage;108;109;74;605.86;2.39;85;5.83
27.89;75.32;57,01%;5,918381118;7,618834588;1.17;Mid stage;64;59;112;390.7;3.15;85;5.34
18.34;89.73;12,13%;5,056397795;1,839926665;1.09;Mid stage;93;69;62;154.96;2.91;85;2.55
26.88;80.89;40,46%;7,890598761;8,711185865;1.43;Mid stage;69;58;47;381.1;3.92;85;2.74
21.23;83.64;30,52%;0,369424829;2,349873987;1.36;Mid stage;66;62;92;640.58;4.14;85;6.77
21.76;66.58;58,87%;4,019282477;4,421174106;1.1;Mid stage;117;109;103;298.68;3.76;85;5.58
29.2;69.17;35,37%;6,122152656;2,317721925;1.38;Mid stage;86;59;41;304.22;1.3;85;3.1
31.38;65.71;16,05%;3,101357128;4,302105269;1.35;Mid stage;63;84;112;306.19;1.97;85;2.42
22.43;89.49;53,09%;8,230559788;3,599405678;1.18;Mid stage;94;78;68;207.09;1.2;85;4.28
29.58;69.81;12,77%;1,897689396;3,379265487;1.2;Mid stage;72;94;131;425.76;2.89;85;2.29
19.46;79.68;31,40%;9,297702425;2,702630128;1.14;Mid stage;92;69;138;265.29;1.87;85;2.47
26.88;64.94;40,90%;8,372397915;2,075361159;1.19;Mid stage;95;46;69;446.94;3.67;85;6.86
28.51;64.34;55,02%;4,148776259;7,270126397;1.16;Mid stage;95;50;98;426.52;2.3;85;2.4
20.18;72.17;30,16%;1,903019778;4,064496762;0.99;Mid stage;84;86;134;496.72;3.54;85;2.47
23.96;71.56;18,04%;9,408425066;2,345248266;1.04;Mid stage;111;61;49;452.1;1.34;85;5.49
30.5;71.51;59,87%;3,765242121;1,702227005;1.48;Mid stage;117;69;100;208.39;3.26;85;3.8
19.45;81.03;12,57%;1,154617093;1,429593844;1.48;Mid stage;78;74;120;731.55;2.69;85;3.58
18.25;71.06;62,64%;5,594095474;8,541755754;0.85;Mid stage;95;68;69;380.48;3.3;85;6.77
26.27;86.91;18,18%;0,453113644;5,374286295;1.39;Mid stage;101;41;88;462.89;2.1;85;3
24.1;63.17;19,29%;1,777157073;2,369178987;1.39;Mid stage;99;88;129;355.67;1.8;85;5.16
29.18;71.37;21,64%;1,465145747;2,358636029;1.26;Mid stage;98;97;137;159.78;3.35;85;6.91
30.93;83.42;20,60%;5,493569347;8,941334633;1.44;Mid stage;83;79;105;406.92;1.41;85;2.62
22.19;81.1;58,10%;3,617318097;5,805706453;1.46;Mid stage;88;101;73;437.86;3.26;85;2.1
23.44;64.18;59,04%;7,974187049;1,477611061;1.05;Mid stage;116;44;122;173.79;1.09;85;3.27
24.81;75.38;21,83%;1,198867949;7,173546299;1.45;Mid stage;119;106;68;556.6;3.26;85;6.75
26.23;70.82;18,53%;3,369224742;3,937821184;1.07;Mid stage;118;84;88;594.69;1.11;85;2.16
31.77;82.12;45,20%;3,292689319;6,023459294;1.09;Mid stage;70;83;93;248.73;1.91;85;6.9
27.76;64.55;52,58%;8,222709945;5,294138665;1.18;Mid stage;98;44;122;504.79;2.76;85;4.68
23.45;83.47;44,42%;9,678722547;1,292475426;1.43;Mid stage;112;84;110;506.64;3.8;85;5.33
21.69;76.23;13,61%;5,424935145;1,118006559;1.02;Mid stage;66;91;75;188.83;3.8;85;3.09
31.22;69.62;56,43%;6,182831908;0,680023155;1.26;Mid stage;113;55;49;71.13;4.15;85;6.6
19.9;86.16;53,42%;8,767904286;2,164505461;1.08;Mid stage;109;103;64;364.58;3.36;85;6.99
28.08;66.58;53,60%;9,584592939;6,418071535;1.26;Mid stage;63;89;42;631.44;2.79;85;2.79
30.96;65.33;24,02%;8,403392722;2,172726601;1.38;Mid stage;84;102;67;54.36;1.67;85;5.1
27.31;60.54;16,08%;2,856373155;8,783173564;1.03;Mid stage;71;52;102;314.89;1.65;85;3.47
23.92;90.15;69,84%;8,119228501;4,509407062;0.97;Mid stage;88;80;106;402.87;1.74;85;2.34
20.79;77.23;39,71%;2,328003618;3,864119881;1.42;Mid stage;112;56;119;504.62;2.93;85;3.68
23.14;78.09;54,12%;6,819034321;7,156885187;1.08;Mid stage;89;86;42;736.86;1.55;85;3.44
27.9;64.02;17,59%;0,604226776;3,697305192;1.29;Mid stage;90;84;115;214.19;1.68;85;6.92
27.09;63.77;41,29%;5,590994057;6,187562444;1.22;Mid stage;72;87;67;687.62;2.18;85;4.04
30.99;71.68;41,24%;8,142679353;2,261857271;1.37;Mid stage;111;61;139;379.82;2.54;85;4.08
30.14;78.07;19,13%;4,525455981;8,259745904;0.84;Mid stage;83;74;55;609.33;1.91;85;3.64
29.43;84.53;32,39%;2,978196473;4,937923611;0.88;Mid stage;98;80;76;607.44;1.73;85;6.57
30.76;77.47;63,71%;7,190758281;6,560378589;1.12;Mid stage;91;69;127;488.61;1.86;85;4.57
21.87;89.1;52,03%;0,271211471;8,476314328;0.93;Mid stage;61;47;53;203.89;3.99;85;4.52
23.17;73.21;54,44%;7,780476316;3,788594836;1.15;Mid stage;100;106;90;610.79;1.71;85;6.87
23.32;60.98;62,94%;5,859403354;9,477681644;1.03;Mid stage;116;50;113;703.41;3.75;85;2.29
25.85;74.92;30,00%;6,053721626;3,133237935;1.3;Mid stage;119;65;99;569.1;2.53;85;3.44
27.36;62.98;57,82%;1,539959463;4,264189931;1.35;Mid stage;115;80;59;491.96;2.14;85;2.55
22.01;71.27;17,60%;1,003043478;5,181948506;1.29;Mid stage;113;46;126;542.51;1.59;85;2.6
18.27;94.48;45,50%;9,634875934;3,173302754;0.97;Mid stage;111;56;76;168.15;2.36;85;5.96
23.59;90.01;42,98%;8,975138041;4,397177597;1.01;Mid stage;89;51;100;734.15;3.63;85;4.74
22.32;68.28;37,01%;6,286968195;1,149570418;0.83;Mid stage;108;85;55;332.62;1.81;85;2.4
31.19;73.16;24,13%;3,968480332;1,465401675;1.37;Mid stage;99;64;81;444.57;2.19;85;2.69
30.44;75.09;36,80%;1,054681576;8,132716558;1.15;Mid stage;102;62;99;678.51;3.51;85;6.82
30.04;86.74;60,97%;0,100047544;1,601531069;1.01;Mid stage;117;99;134;262.68;3.54;85;2.24
27.14;61.17;54,38%;0,197130225;4,840092183;1.27;Mid stage;95;107;53;601.75;1.85;85;4.93
22.82;61.35;37,56%;1,340516632;2,960287949;1.47;Mid stage;101;85;108;117;2.53;85;3.24
25.68;64.1;68,12%;5,978111162;8,542660796;0.86;Mid stage;97;47;106;576.7;2.56;85;4.37
29.41;81.99;57,55%;7,598872841;8,870101207;1.32;Mid stage;89;42;62;698.54;3.68;85;4.44
19.38;74.51;14,57%;5,118575805;2,079655589;1.1;Mid stage;85;69;126;676.67;3.03;85;5.19
29.22;89.71;55,54%;2,010914138;2,700055881;1.02;Mid stage;97;89;115;297.5;4.02;85;4.88
18.58;69.94;53,68%;4,628883318;3,257558204;1.11;Mid stage;113;69;126;171.31;2.64;85;6.97
29.43;77.12;14,86%;2,266925725;8,771294473;0.94;Mid stage;106;42;133;593.22;2.52;85;2.62
29.31;84.74;65,74%;8,848166987;1,400503342;0.93;Mid stage;112;46;76;223.63;3.91;85;6.33
18.71;79.08;39,09%;5,969028956;0,779160521;1.02;Mid stage;88;102;138;312.99;1.88;85;2.9
26.78;71.09;25,87%;0,045032894;4,332301285;1.43;Mid stage;86;92;136;27.87;2.61;85;5.48
25.03;65.34;38,00%;1,566910958;1,447838442;0.84;Mid stage;95;41;136;279.16;4.19;85;2.96
20.38;78.92;60,36%;5,663674882;8,255435076;1.01;Mid stage;98;83;64;144.01;1.59;85;5.48
20.08;64.98;26,53%;0,623462988;6,515054755;0.97;Mid stage;111;101;96;536.33;4.18;85;3.21
28.83;92.88;65,02%;7,187621095;2,293558722;1.22;Mid stage;60;86;66;117.81;3.41;85;2.84
25.95;78.9;15,76%;7,764049668;7,890029432;0.94;Mid stage;86;109;63;116.97;2.7;85;4.27
31.76;66.12;17,18%;4,696870494;6,644188101;0.81;Mid stage;106;71;122;455.46;2.35;85;4.72
31.75;85.22;46,76%;4,161991088;8,952230616;0.91;Mid stage;107;74;107;78.65;1.38;85;2.44
31.9;63.62;41,57%;4,098694021;7,187711312;1.05;Mid stage;106;104;128;640.36;3.32;85;2.41
19.66;87.01;50,95%;1,883703418;5,579221317;1.36;Mid stage;113;52;122;343.31;2.03;85;6.23
31.14;76.01;14,52%;3,551174986;0,235008948;1.39;Mid stage;64;84;65;448.81;1.47;85;3.25
21.42;64.64;27,09%;0,495074512;1,381620299;1.25;Mid stage;90;54;71;33.43;3.72;85;5.39
24.41;61.3;52,78%;5,088954167;2,616773425;1.09;Mid stage;72;69;96;33.35;1.34;85;6.18
28.6;94.77;31,98%;5,656872704;6,544037805;1.26;Mid stage;70;94;81;622.69;3.31;85;4.85
20.85;69.6;29,67%;0,053863406;5,662162963;0.94;Mid stage;60;69;52;170.61;3.49;85;4.35
25.93;93.33;59,55%;1,570405074;2,830307577;1.35;Mid stage;105;41;90;95.87;3.35;85;6.29
20.6;77.56;58,17%;1,173456522;9,507299283;1.11;Mid stage;79;67;71;316.04;1.89;85;4.85
19.47;77.61;55,21%;0,835321643;1,123114904;1.48;Mid stage;109;83;72;376.72;1.36;85;4.48
19.63;63.19;48,40%;8,240142178;5,495778143;0.98;Mid stage;116;69;87;353.84;3.27;85;4.54
23.01;93.27;67,36%;3,273638422;4,280983441;1.25;Mid stage;60;52;48;522.35;3.75;85;5.86
18.07;85.65;13,22%;7,483507216;3,344205339;1.4;Mid stage;113;73;47;5.31;1.13;85;5.33
23.95;78.16;20,85%;0,103572497;8,797705583;0.97;Mid stage;92;103;66;627.7;1.72;85;6.67
27.3;64.21;38,67%;9,230872688;4,445238856;0.82;Mid stage;79;89;118;67.52;2.01;85;2.16
23.62;66.15;28,28%;0,325665006;2,389742858;1.11;Mid stage;98;52;134;67.43;3.78;85;4.29
19.2;75.13;29,02%;1,474202434;7,863715721;1.16;Mid stage;113;46;80;622.86;4.09;85;6.4
18.88;72.68;68,86%;5,729942351;6,249072664;0.95;Mid stage;99;70;86;6.72;1.25;85;5.03
21.89;79.53;14,57%;5,545974377;3,762722476;1.36;Mid stage;83;109;50;157.56;2.93;85;6.4
20.37;62.67;13,50%;5,038324026;8,276427954;1.31;Mid stage;106;69;115;10.24;2.95;85;2.45
31.51;61.41;66,24%;8,265010479;5,035858103;1.2;Mid stage;118;66;112;178.92;3.32;85;3.42
20.12;77.89;21,29%;8,454209754;7,464008478;1.49;Mid stage;76;100;87;490;1.83;85;6.14
29.28;61;14,49%;7,790664742;5,344437937;1.2;Mid stage;112;69;57;202.75;3.67;85;5.94
26.21;62.08;38,60%;1,068603385;8,489811939;1.09;Mid stage;110;58;73;79.91;3.55;85;4.93
25.97;73.17;63,15%;2,844476547;8,085473491;0.91;Mid stage;108;60;75;486.69;1.85;85;3.94
25.17;62.16;29,75%;4,121384551;7,004229711;1.48;Mid stage;86;72;72;43.95;1.69;85;4.69
31.6;73.49;66,07%;6,343394477;3,826396851;1.12;Mid stage;68;103;89;455.52;2.3;85;5.16
23.09;68.46;62,19%;4,307259881;9,744954404;1.03;Mid stage;88;64;50;291.71;1.69;85;3.16
29.03;66.57;28,26%;7,844597317;7,275072296;1.34;Mid stage;82;43;118;666.92;4.16;85;5.66
25.77;74.16;37,26%;2,122276359;6,538120308;1.36;Mid stage;99;45;44;135.95;1.97;85;3.29
23.54;64.2;65,58%;1,008781976;5,357141813;0.86;Mid stage;94;53;104;393.84;2;85;6.88
31.38;72.24;19,15%;2,721654879;8,248765638;0.86;Mid stage;114;109;77;351.65;3.13;85;5.44
26.38;75.22;15,59%;4,552251319;3,564681393;0.86;Mid stage;75;57;74;392.15;1.7;85;3.77
19.66;89.05;22,95%;2,475333107;5,905218759;0.82;Mid stage;67;88;93;441.47;1.07;85;4.39
23.85;92.65;25,09%;7,110628789;6,541705157;1.19;Mid stage;61;44;124;474.72;1.51;85;2.19
28.94;70.79;22,41%;4,156556718;6,518926896;0.93;Mid stage;88;57;109;322.05;1.58;85;4.22
27.71;70.24;13,84%;2,638534849;2,341740903;1.27;Mid stage;118;73;55;392.59;2.71;85;4.72
30.83;79.83;53,62%;9,284695567;5,270571768;1.39;Mid stage;62;64;53;255.34;1.43;85;5.58
21.63;64.81;21,39%;7,735366794;3,962200053;1.17;Mid stage;68;77;110;425.56;2.09;85;5.69
28.61;72.24;38,41%;0,519341894;2,096917286;1.38;Mid stage;117;71;86;227.01;2.44;85;4.7
24.44;61.86;18,98%;0,315242999;6,693787762;1.06;Mid stage;107;92;107;490.04;3.13;85;4.22
26.03;73.27;33,20%;9,596501188;2,837817344;1.35;Mid stage;87;58;84;297.49;2.34;85;5.58
31.37;64;35,05%;4,619028129;6,182562472;1.38;Mid stage;79;68;91;727;4.18;85;6.16
31.71;79.66;64,95%;0,512471009;6,745006797;0.96;Mid stage;96;41;53;288.81;3.82;85;5.91
30.06;82.46;52,91%;2,120003263;7,607972408;1.49;Mid stage;78;70;53;341.73;2.89;85;6.63
23.03;94.55;64,56%;0,917478551;2,522736398;1.31;Mid stage;98;92;47;5.13;3.3;85;2.28
30.43;66.83;40,37%;6,053456756;8,316393383;0.83;Mid stage;95;103;130;302.99;2.38;85;2.48
26.94;67.25;21,82%;7,229306224;4,176897204;0.92;Mid stage;107;77;90;130.95;3.23;85;6.52
24.02;93.16;35,76%;4,612801355;5,253479333;1.39;Mid stage;108;78;136;429.47;3.51;85;5.93
18.5;90.26;46,43%;2,229574433;6,966772634;1.23;Mid stage;102;70;66;229.4;3.64;85;2.13
28.78;81.56;43,39%;3,312624874;7,699254373;1.11;Mid stage;116;82;116;448.85;1.19;85;3.6
25.03;89.45;63,99%;2,371870688;0,935936782;1.18;Mid stage;67;50;87;668.77;1.2;85;3.91
29.01;67.34;46,36%;3,389146309;4,799073382;1;Mid stage;114;86;101;132.06;2.72;85;3.92
28.47;90.59;26,89%;1,083656148;1,865873053;1.2;Mid stage;108;93;63;347.35;1.41;85;3.37
29.11;90.36;67,25%;1,051266322;0,624699602;0.82;Mid stage;105;56;42;681.44;1.95;85;6.69
22.21;68.68;22,09%;4,966455806;8,498733353;1.48;Mid stage;108;98;91;145.52;1.4;85;5.55
29.21;77.79;39,63%;9,227527207;4,311235504;1.5;Mid stage;96;60;123;259.4;2.82;85;5.2
25.68;92.54;63,48%;4,642838762;5,814732242;0.96;Mid stage;114;86;123;644.86;3.59;85;5.81
24.63;83.77;53,18%;2,743787779;5,778994347;1.05;Mid stage;91;52;131;470.93;2.5;85;5.78
27.45;83.12;43,05%;0,455987737;3,738233186;1.03;Mid stage;64;44;49;475.31;1.11;85;3.85
18.3;79.59;51,89%;9,064538647;5,648030888;0.97;Mid stage;65;57;76;432.09;1.17;85;3.24
19.43;69.41;37,39%;5,033567412;3,514951739;0.88;Mid stage;67;59;122;649.15;1.57;85;4.61
22.09;94.24;35,02%;0,538166832;0,008883112;1.28;Mid stage;83;86;72;311.88;3.77;85;5.61
31.76;75.66;48,42%;2,136630609;4,324045254;1.03;Mid stage;112;59;57;268.14;3.93;85;4.21
19.96;70.9;54,75%;6,723599304;7,425843755;0.94;Mid stage;88;49;45;503.16;1.33;85;6.71
22.63;85.5;66,37%;8,643243708;8,368065425;1.17;Mid stage;117;48;70;602.01;1.68;85;5.47
18.71;81.27;60,52%;1,691628582;6,673434322;1.06;Mid stage;62;60;70;68.48;3.52;85;4.52
22.64;71.98;67,72%;4,570387833;6,078949808;0.87;Mid stage;64;86;93;49.68;1.06;85;2.24
22.48;70.63;18,72%;6,005075525;6,337818181;1.07;Mid stage;64;46;41;610.9;2.44;85;4.85
31.26;67.51;69,39%;1,909992223;0,117218375;1.3;Mid stage;86;71;100;707.65;3.58;85;6.1
29.83;62.75;23,62%;9,895028631;0,245696266;1.21;Mid stage;73;97;113;585.45;3.93;85;4.34
23.36;81.9;16,69%;4,501399546;4,122528761;1.12;Mid stage;86;59;138;745.79;2.95;85;5.88
18.35;77.7;50,10%;2,011320734;3,820851438;1.46;Mid stage;104;60;52;718.29;2.64;85;5.35
29.63;68.22;51,06%;6,726863523;1,473138119;1.32;Mid stage;61;100;97;554.93;3.32;85;4.06
27.25;61.93;68,48%;0,703754112;0,291218337;1.46;Mid stage;82;53;94;477.84;1.22;85;6.08
20.13;60.66;56,72%;4,281498976;6,436872199;1.36;Mid stage;114;88;112;276.13;3.29;85;4.94
31.94;85.85;34,77%;0,355837312;4,954577913;0.91;Mid stage;118;107;78;172.27;2.26;85;5.22
19.4;66.59;46,81%;7,281489207;5,700724079;0.94;Mid stage;106;46;95;717.45;3.25;85;5.69
30.14;69.33;47,35%;2,623055272;3,296199723;0.85;Mid stage;68;51;102;83.6;2.28;85;6.07
22.12;60.49;56,39%;1,657682247;8,419694457;1.08;Mid stage;65;87;130;679.43;2.35;85;5.91
24.09;65.27;45,70%;9,032099172;2,615285476;1.15;Mid stage;64;55;100;507.51;2.62;85;2.61
29.14;90.61;34,41%;5,551613082;0,872080558;1.49;Mid stage;72;77;51;122.95;1.71;85;3.35
27.49;68.47;51,53%;4,932748022;7,676035379;1.43;Mid stage;78;90;89;247.73;2.48;85;3.12
31.13;93.39;25,93%;0,830571619;1,905150413;0.95;Mid stage;106;68;108;41.42;3.26;85;2.92
26.7;65.75;32,27%;5,182874424;8,074679563;1.08;Mid stage;93;73;45;585.64;3.04;85;3.31
19.37;68.86;16,16%;0,673411995;2,802971749;1.16;Mid stage;62;85;85;481.5;3.27;85;4.79
30.38;90.37;59,34%;4,474584107;3,986383983;1.2;Mid stage;89;109;73;580.7;3.15;85;4.75
28.77;74.93;16,12%;9,763869804;3,910440809;0.97;Mid stage;107;106;128;728.33;4.18;85;3.99
27.97;69.37;29,33%;6,225566375;1,477302947;1;Mid stage;85;103;116;152.33;2.51;85;6.54
18.75;84.25;65,69%;9,928596468;4,602812929;1.23;Mid stage;94;72;133;487.86;3.27;85;2.31
23.55;61.79;44,45%;0,988813697;4,782516497;1.04;Mid stage;118;63;104;299.96;2.43;85;2.61
20.34;91.17;24,64%;8,346692337;8,723109314;1.3;Mid stage;81;54;131;254.4;4.04;85;4.7
29.51;89.45;69,59%;6,033083653;3,800674931;1.01;Mid stage;68;109;109;381.26;2.8;85;5.46
27.81;63;63,08%;7,199873348;7,505750476;0.95;Mid stage;77;91;85;338.65;3.05;85;3.17
30.36;87.95;15,95%;2,450712573;2,774839018;1.18;Mid stage;86;79;122;401.15;4;85;4.48
31.53;93.64;25,36%;1,011120966;2,591271592;0.87;Mid stage;116;49;90;638.79;1.71;85;5.71
28.85;77.22;49,25%;9,458497774;5,439985282;1.45;Mid stage;96;74;74;7.57;2.22;85;5.86
31.92;79.89;23,53%;8,660704725;0,695109453;0.96;Mid stage;103;91;103;100.16;1.71;85;4.96
26.61;83.79;43,16%;2,900364419;2,962523136;1.12;Mid stage;89;103;57;708.77;1.4;85;3.95
18.52;69.34;21,62%;2,147853396;6,630132026;1.3;Mid stage;71;97;53;412.11;1.53;85;3.87
18.2;82.74;51,02%;1,008450459;9,609920755;1.22;Mid stage;92;67;125;300.69;1.93;85;6.84
22.79;76.62;42,81%;8,901502672;6,710956635;1;Mid stage;83;97;114;41.63;2.4;85;3.08
29.53;74.19;68,23%;0,930929425;0,816606246;1.46;Mid stage;79;77;107;370.38;3.4;85;2.84
30.13;91.6;19,76%;4,456218811;2,548400797;1.12;Mid stage;60;87;57;593.26;2.67;85;3.38
31.45;87.93;42,78%;2,827558287;4,698164676;1.28;Mid stage;81;102;90;48.32;1.63;85;5.76
18.91;92.71;30,08%;9,798769002;2,705985197;0.9;Mid stage;88;84;139;332.74;3.39;85;6.65
18.62;89.28;47,54%;4,108779008;2,711763299;0.98;Mid stage;93;59;116;120.59;2.83;85;2.67
30.79;61.46;23,79%;3,294587653;4,530614898;0.91;Mid stage;114;44;88;664.11;3.01;85;3.74
22.27;81.23;65,67%;3,316476822;3,855358082;1.23;Mid stage;103;48;106;181.42;1.92;85;5.8
25.81;84.42;37,40%;9,707931949;7,487777786;0.86;Mid stage;78;88;57;431.72;1.09;85;5.36
31.75;83.27;37,04%;1,954461289;5,123064757;1.1;Mid stage;60;87;68;717.38;4.09;85;4.82
23.61;69.52;57,61%;9,164201161;1,071285193;1.09;Mid stage;98;80;56;322.92;1.16;85;6.34
27.32;74.9;64,64%;5,258469384;0,879840507;0.93;Mid stage;78;50;44;22.58;1.21;85;2.94
23.61;61.37;40,65%;2,879969741;2,599950002;0.93;Mid stage;110;74;72;179.02;2.46;85;2.42
28.75;63.29;56,74%;6,430701296;0,210062088;1.03;Mid stage;86;98;89;83.32;1.04;85;6.28
25.39;79.62;20,35%;3,076116432;7,808537538;1.16;Mid stage;73;94;121;385.76;1;85;5.62
21.33;80.38;26,64%;5,668626575;6,741084722;1.23;Mid stage;111;85;111;601.17;4.1;85;5.6
21.8;67.04;52,19%;6,754297286;4,444719395;1.3;Mid stage;63;52;58;615.6;1.45;85;4.62
21.61;75.69;65,75%;6,417431845;7,903933928;1.37;Mid stage;61;102;96;676.43;1.25;85;6.17
25.45;76.52;18,80%;8,980447588;4,174973812;1.08;Mid stage;99;42;110;650.1;3.04;85;3.29
27.84;60.4;19,79%;6,810247155;2,477106895;1.09;Mid stage;83;70;106;413.34;2.3;85;2.64
31.29;64.99;68,56%;2,434828134;6,499184845;1.19;Mid stage;104;87;96;553.27;1.99;85;5.5
27.72;81.85;17,29%;3,250875518;2,380400596;1.36;Mid stage;91;54;122;640.97;3.97;85;3.04
28.94;94.75;14,49%;4,429933273;2,916500153;1.2;Mid stage;67;44;96;89.84;3.71;85;5.29
20.36;82.76;42,84%;8,466665828;8,368761373;0.91;Mid stage;90;69;56;733.49;2.64;85;2.74
23.24;64.21;25,02%;9,946965063;5,600985683;0.9;Mid stage;114;91;63;716.35;2.51;85;6.27
23.79;88.75;29,26%;2,796105869;6,876660778;0.85;Mid stage;88;56;65;543.86;2.96;85;2.36
27.61;75.1;47,84%;1,092766545;4,806891593;0.8;Mid stage;114;45;94;518.46;2.01;85;4.7
22.14;62.93;32,37%;5,411167645;5,318458691;1.33;Mid stage;108;101;84;328.49;1.72;85;5.54
22.25;80.99;69,75%;1,457866758;6,902863236;0.91;Mid stage;68;69;127;312.6;2.32;85;5.98
22.98;67.98;25,24%;6,224204161;8,517102841;0.84;Mid stage;86;49;123;350.8;1.79;85;5.21
29.34;74.59;62,19%;5,049281486;6,391794232;1.29;Mid stage;65;44;84;76.73;2.44;85;4.47
26.09;71.14;62,76%;5,520437637;2,629672066;1.08;Mid stage;65;54;71;36.72;2.68;85;3.1
19.05;82.5;37,38%;6,358090969;3,219378028;1.34;Mid stage;113;72;134;398.41;3.15;85;6.22
19.1;75.09;69,85%;1,024796708;6,964748824;1.26;Mid stage;95;64;105;187.84;3.66;85;5.74
23.2;63.64;28,40%;5,204210492;3,100215071;1.1;Mid stage;86;75;137;539.66;1.03;85;2.85
28.73;67.55;17,28%;2,528937384;7,920826426;1.49;Mid stage;111;88;64;183.15;1.38;85;6.8
27.64;77.52;44,90%;7,383635765;6,056345093;0.87;Mid stage;112;56;126;543.11;2.4;85;2.59
27.91;87.62;12,43%;2,951204116;2,141956521;0.83;Mid stage;97;51;73;179.45;3.55;90;5.43
28.74;60.34;39,50%;1,006794959;3,933182118;1.03;Mid stage;76;92;123;496.76;2.12;90;6.04
22.02;81.43;60,54%;5,252731238;2,713438949;1.47;Mid stage;117;94;70;749.3;2.91;90;5.84
25.68;64.06;36,34%;8,632253824;6,439713195;0.81;Mid stage;113;96;130;493.99;2.28;90;3.92
25.61;81.14;23,83%;5,500217269;4,956922346;0.84;Mid stage;95;62;74;173.66;1.15;90;5.68
28.35;89.29;26,83%;8,060052577;2,050166894;1.43;Mid stage;100;80;124;64.26;2.65;90;4.31
31.4;68;65,00%;1,636257548;1,618844821;1.42;Mid stage;72;56;121;49.4;1.13;90;5.08
21.89;77.34;50,41%;2,402719427;8,518230692;1.38;Mid stage;88;52;56;696.11;3.22;90;3.18
29.11;87.09;21,36%;9,475779207;5,879934356;1.28;Mid stage;65;79;87;489.98;3.72;90;5.23
27.24;66.15;38,87%;1,371937329;0,399137488;1.45;Mid stage;62;62;98;665.62;1.89;90;3.35
26.12;65.34;47,65%;3,248870829;2,673431935;1.25;Mid stage;110;103;131;405.93;2.2;90;2.73
28.85;91.68;41,30%;4,075280495;1,654746699;1.03;Mid stage;80;107;129;240.51;2.74;90;3.85
31.22;84.31;57,54%;1,001101614;8,624297363;1.45;Mid stage;116;92;74;334.67;2.74;90;5.44
18.51;85.78;12,37%;1,580357128;2,763111395;0.9;Mid stage;74;57;139;72.01;2.73;90;2.38
20.06;89.54;28,30%;6,790115325;5,482302091;1.35;Mid stage;77;62;46;154.49;1.01;90;4.71
28.59;78.88;45,33%;2,239956325;4,683157415;0.81;Mid stage;86;86;70;242.83;1.98;90;6.14
19.17;77.09;43,26%;3,184010323;8,164925785;1.06;Mid stage;112;71;96;210.83;2.79;90;6.01
25.23;79.47;18,04%;4,901209811;5,508908777;1.48;Mid stage;64;89;121;75.97;2.09;90;6.26
21.08;85.1;22,16%;6,024020085;2,940644244;0.88;Mid stage;106;69;117;506.71;2.95;90;2.46
21.84;73.68;55,67%;1,937356269;1,577690093;1.24;Mid stage;68;49;88;512.32;2.89;90;3.19
27.83;63.33;43,02%;6,554786309;7,038112692;1.43;Mid stage;68;92;92;110.15;2.57;90;6.42
18.42;64.75;49,12%;6,683615794;3,507650839;0.97;Mid stage;79;41;42;415.07;1.23;90;6.56
30.23;94.09;59,37%;4,499802677;7,534528329;0.94;Mid stage;75;61;66;175.47;3.31;90;3.4
24.22;61.81;45,86%;2,215914341;4,758271542;1.35;Mid stage;79;73;95;368.87;1.62;90;4.65
25.03;84.91;30,21%;3,679860767;8,550559036;0.92;Mid stage;110;51;64;355.85;3.95;90;2.24
25.56;93.03;42,35%;1,087422142;3,988129236;1.41;Mid stage;114;109;68;20.48;3.81;90;6.8
27.04;64.52;19,56%;8,195766915;3,157715184;1.25;Mid stage;78;82;112;192.27;2.25;90;2.6
22.83;85.28;27,78%;1,706441271;6,631112663;1.41;Mid stage;85;91;116;549.25;1.85;90;5.53
19.42;70.59;50,00%;3,656381274;1,658132249;1.49;Mid stage;97;53;77;151.45;1.78;90;3.68
22.46;68.29;14,38%;1,016850223;5,769756855;1.27;Mid stage;74;78;109;730.62;2.96;90;3.48
20.35;89.84;12,05%;2,070837291;5,453800807;1.42;Mid stage;84;87;41;709.07;1.45;90;4.33
25.79;91.83;63,45%;5,763435828;6,532896729;1.28;Mid stage;65;54;80;308.67;1.55;90;3.37
22.45;72.15;67,93%;1,650202436;0,696993318;0.84;Mid stage;110;71;122;90.88;3.39;90;2.36
